symbol,date,portfolio_value,action,requested_action,action_blocked,reward,strategy
BETA,2024-08-29,10000.0,0,,,0.0,cash
BETA,2024-08-30,10000.0,0,,,0.0,cash
BETA,2024-09-02,10000.0,0,,,0.0,cash
BETA,2024-09-03,10000.0,0,,,0.0,cash
BETA,2024-09-04,10000.0,0,,,0.0,cash
BETA,2024-09-05,10000.0,0,,,0.0,cash
BETA,2024-09-06,10000.0,0,,,0.0,cash
BETA,2024-09-09,10000.0,0,,,0.0,cash
BETA,2024-09-10,10000.0,0,,,0.0,cash
BETA,2024-09-11,10000.0,0,,,0.0,cash
BETA,2024-09-12,10000.0,0,,,0.0,cash
BETA,2024-09-13,10000.0,0,,,0.0,cash
BETA,2024-09-16,10000.0,0,,,0.0,cash
BETA,2024-09-17,10000.0,0,,,0.0,cash
BETA,2024-09-18,10000.0,0,,,0.0,cash
BETA,2024-09-19,10000.0,0,,,0.0,cash
BETA,2024-09-20,10000.0,0,,,0.0,cash
BETA,2024-09-23,10000.0,0,,,0.0,cash
BETA,2024-09-24,10000.0,0,,,0.0,cash
BETA,2024-09-25,10000.0,0,,,0.0,cash
BETA,2024-09-26,10000.0,0,,,0.0,cash
BETA,2024-09-27,10000.0,0,,,0.0,cash
BETA,2024-09-30,10000.0,0,,,0.0,cash
BETA,2024-10-01,10000.0,0,,,0.0,cash
BETA,2024-10-02,10000.0,0,,,0.0,cash
BETA,2024-10-03,10000.0,0,,,0.0,cash
BETA,2024-10-04,10000.0,0,,,0.0,cash
BETA,2024-10-07,10000.0,0,,,0.0,cash
BETA,2024-10-08,10000.0,0,,,0.0,cash
BETA,2024-10-09,10000.0,0,,,0.0,cash
BETA,2024-10-10,10000.0,0,,,0.0,cash
BETA,2024-10-11,10000.0,0,,,0.0,cash
BETA,2024-10-14,10000.0,0,,,0.0,cash
BETA,2024-10-15,10000.0,0,,,0.0,cash
BETA,2024-10-16,10000.0,0,,,0.0,cash
BETA,2024-10-17,10000.0,0,,,0.0,cash
BETA,2024-10-18,10000.0,0,,,0.0,cash
BETA,2024-10-21,10000.0,0,,,0.0,cash
BETA,2024-10-22,10000.0,0,,,0.0,cash
BETA,2024-10-23,10000.0,0,,,0.0,cash
BETA,2024-10-24,10000.0,0,,,0.0,cash
BETA,2024-10-25,10000.0,0,,,0.0,cash
BETA,2024-10-28,10000.0,0,,,0.0,cash
BETA,2024-10-29,10000.0,0,,,0.0,cash
BETA,2024-10-30,10000.0,0,,,0.0,cash
BETA,2024-10-31,10000.0,0,,,0.0,cash
BETA,2024-11-01,10000.0,0,,,0.0,cash
BETA,2024-11-04,10000.0,0,,,0.0,cash
BETA,2024-11-05,10000.0,0,,,0.0,cash
BETA,2024-11-06,10000.0,0,,,0.0,cash
BETA,2024-11-07,10000.0,0,,,0.0,cash
BETA,2024-11-08,10000.0,0,,,0.0,cash
BETA,2024-11-11,10000.0,0,,,0.0,cash
BETA,2024-11-12,10000.0,0,,,0.0,cash
BETA,2024-11-13,10000.0,0,,,0.0,cash
BETA,2024-11-14,10000.0,0,,,0.0,cash
BETA,2024-11-15,10000.0,0,,,0.0,cash
BETA,2024-11-18,10000.0,0,,,0.0,cash
BETA,2024-11-19,10000.0,0,,,0.0,cash
BETA,2024-11-20,10000.0,0,,,0.0,cash
BETA,2024-11-21,10000.0,0,,,0.0,cash
BETA,2024-11-22,10000.0,0,,,0.0,cash
BETA,2024-11-25,10000.0,0,,,0.0,cash
BETA,2024-11-26,10000.0,0,,,0.0,cash
BETA,2024-11-27,10000.0,0,,,0.0,cash
BETA,2024-11-28,10000.0,0,,,0.0,cash
BETA,2024-11-29,10000.0,0,,,0.0,cash
BETA,2024-12-02,10000.0,0,,,0.0,cash
BETA,2024-12-03,10000.0,0,,,0.0,cash
BETA,2024-12-04,10000.0,0,,,0.0,cash
BETA,2024-12-05,10000.0,0,,,0.0,cash
BETA,2024-12-06,10000.0,0,,,0.0,cash
BETA,2024-12-09,10000.0,0,,,0.0,cash
BETA,2024-12-10,10000.0,0,,,0.0,cash
BETA,2024-12-11,10000.0,0,,,0.0,cash
BETA,2024-12-12,10000.0,0,,,0.0,cash
BETA,2024-12-13,10000.0,0,,,0.0,cash
BETA,2024-12-16,10000.0,0,,,0.0,cash
BETA,2024-12-17,10000.0,0,,,0.0,cash
BETA,2024-12-18,10000.0,0,,,0.0,cash
BETA,2024-12-19,10000.0,0,,,0.0,cash
BETA,2024-12-20,10000.0,0,,,0.0,cash
BETA,2024-12-23,10000.0,0,,,0.0,cash
BETA,2024-12-24,10000.0,0,,,0.0,cash
BETA,2024-12-25,10000.0,0,,,0.0,cash
BETA,2024-12-26,10000.0,0,,,0.0,cash
BETA,2024-12-27,10000.0,0,,,0.0,cash
BETA,2024-12-30,10000.0,0,,,0.0,cash
BETA,2024-12-31,10000.0,0,,,0.0,cash
DELT,2023-10-20,10000.0,0,,,0.0,cash
DELT,2023-10-23,10000.0,0,,,0.0,cash
DELT,2023-10-24,10000.0,0,,,0.0,cash
DELT,2023-10-25,10000.0,0,,,0.0,cash
DELT,2023-10-26,10000.0,0,,,0.0,cash
DELT,2023-10-27,10000.0,0,,,0.0,cash
DELT,2023-10-30,10000.0,0,,,0.0,cash
DELT,2023-10-31,10000.0,0,,,0.0,cash
DELT,2023-11-01,10000.0,0,,,0.0,cash
DELT,2023-11-02,10000.0,0,,,0.0,cash
DELT,2023-11-03,10000.0,0,,,0.0,cash
DELT,2023-11-06,10000.0,0,,,0.0,cash
DELT,2023-11-07,10000.0,0,,,0.0,cash
DELT,2023-11-08,10000.0,0,,,0.0,cash
DELT,2023-11-09,10000.0,0,,,0.0,cash
DELT,2023-11-10,10000.0,0,,,0.0,cash
DELT,2023-11-13,10000.0,0,,,0.0,cash
DELT,2023-11-14,10000.0,0,,,0.0,cash
DELT,2023-11-15,10000.0,0,,,0.0,cash
DELT,2023-11-16,10000.0,0,,,0.0,cash
DELT,2023-11-17,10000.0,0,,,0.0,cash
DELT,2023-11-20,10000.0,0,,,0.0,cash
DELT,2023-11-21,10000.0,0,,,0.0,cash
DELT,2023-11-22,10000.0,0,,,0.0,cash
DELT,2023-11-23,10000.0,0,,,0.0,cash
DELT,2023-11-24,10000.0,0,,,0.0,cash
DELT,2023-11-27,10000.0,0,,,0.0,cash
DELT,2023-11-28,10000.0,0,,,0.0,cash
DELT,2023-11-29,10000.0,0,,,0.0,cash
DELT,2023-11-30,10000.0,0,,,0.0,cash
DELT,2023-12-01,10000.0,0,,,0.0,cash
DELT,2023-12-04,10000.0,0,,,0.0,cash
DELT,2023-12-05,10000.0,0,,,0.0,cash
DELT,2023-12-06,10000.0,0,,,0.0,cash
DELT,2023-12-07,10000.0,0,,,0.0,cash
DELT,2023-12-08,10000.0,0,,,0.0,cash
DELT,2023-12-11,10000.0,0,,,0.0,cash
DELT,2023-12-12,10000.0,0,,,0.0,cash
DELT,2023-12-13,10000.0,0,,,0.0,cash
DELT,2023-12-14,10000.0,0,,,0.0,cash
DELT,2023-12-15,10000.0,0,,,0.0,cash
DELT,2023-12-18,10000.0,0,,,0.0,cash
DELT,2023-12-19,10000.0,0,,,0.0,cash
DELT,2023-12-20,10000.0,0,,,0.0,cash
DELT,2023-12-21,10000.0,0,,,0.0,cash
DELT,2023-12-22,10000.0,0,,,0.0,cash
DELT,2023-12-25,10000.0,0,,,0.0,cash
DELT,2023-12-26,10000.0,0,,,0.0,cash
DELT,2023-12-27,10000.0,0,,,0.0,cash
DELT,2023-12-28,10000.0,0,,,0.0,cash
DELT,2023-12-29,10000.0,0,,,0.0,cash
DELT,2024-01-01,10000.0,0,,,0.0,cash
DELT,2024-01-02,10000.0,0,,,0.0,cash
DELT,2024-01-03,10000.0,0,,,0.0,cash
DELT,2024-01-04,10000.0,0,,,0.0,cash
DELT,2024-01-05,10000.0,0,,,0.0,cash
DELT,2024-01-08,10000.0,0,,,0.0,cash
DELT,2024-01-09,10000.0,0,,,0.0,cash
DELT,2024-01-10,10000.0,0,,,0.0,cash
DELT,2024-01-11,10000.0,0,,,0.0,cash
DELT,2024-01-12,10000.0,0,,,0.0,cash
DELT,2024-01-15,10000.0,0,,,0.0,cash
DELT,2024-01-16,10000.0,0,,,0.0,cash
DELT,2024-01-17,10000.0,0,,,0.0,cash
DELT,2024-01-18,10000.0,0,,,0.0,cash
DELT,2024-01-19,10000.0,0,,,0.0,cash
DELT,2024-01-22,10000.0,0,,,0.0,cash
DELT,2024-01-23,10000.0,0,,,0.0,cash
DELT,2024-01-24,10000.0,0,,,0.0,cash
DELT,2024-01-25,10000.0,0,,,0.0,cash
DELT,2024-01-26,10000.0,0,,,0.0,cash
DELT,2024-01-29,10000.0,0,,,0.0,cash
DELT,2024-01-30,10000.0,0,,,0.0,cash
DELT,2024-01-31,10000.0,0,,,0.0,cash
DELT,2024-02-01,10000.0,0,,,0.0,cash
DELT,2024-02-02,10000.0,0,,,0.0,cash
DELT,2024-02-05,10000.0,0,,,0.0,cash
DELT,2024-02-06,10000.0,0,,,0.0,cash
DELT,2024-02-07,10000.0,0,,,0.0,cash
DELT,2024-02-08,10000.0,0,,,0.0,cash
DELT,2024-02-09,10000.0,0,,,0.0,cash
DELT,2024-02-12,10000.0,0,,,0.0,cash
DELT,2024-02-13,10000.0,0,,,0.0,cash
DELT,2024-02-14,10000.0,0,,,0.0,cash
DELT,2024-02-15,10000.0,0,,,0.0,cash
DELT,2024-02-16,10000.0,0,,,0.0,cash
DELT,2024-02-19,10000.0,0,,,0.0,cash
DELT,2024-02-20,10000.0,0,,,0.0,cash
DELT,2024-02-21,10000.0,0,,,0.0,cash
DELT,2024-02-22,10000.0,0,,,0.0,cash
DELT,2024-02-23,10000.0,0,,,0.0,cash
DELT,2024-02-26,10000.0,0,,,0.0,cash
DELT,2024-02-27,10000.0,0,,,0.0,cash
DELT,2024-02-28,10000.0,0,,,0.0,cash
DELT,2024-02-29,10000.0,0,,,0.0,cash
DELT,2024-03-01,10000.0,0,,,0.0,cash
DELT,2024-03-04,10000.0,0,,,0.0,cash
DELT,2024-03-05,10000.0,0,,,0.0,cash
DELT,2024-03-06,10000.0,0,,,0.0,cash
DELT,2024-03-07,10000.0,0,,,0.0,cash
DELT,2024-03-08,10000.0,0,,,0.0,cash
DELT,2024-03-11,10000.0,0,,,0.0,cash
DELT,2024-03-12,10000.0,0,,,0.0,cash
DELT,2024-03-13,10000.0,0,,,0.0,cash
DELT,2024-03-14,10000.0,0,,,0.0,cash
DELT,2024-03-15,10000.0,0,,,0.0,cash
DELT,2024-03-18,10000.0,0,,,0.0,cash
DELT,2024-03-19,10000.0,0,,,0.0,cash
DELT,2024-03-20,10000.0,0,,,0.0,cash
DELT,2024-03-21,10000.0,0,,,0.0,cash
DELT,2024-03-22,10000.0,0,,,0.0,cash
DELT,2024-03-25,10000.0,0,,,0.0,cash
DELT,2024-03-26,10000.0,0,,,0.0,cash
DELT,2024-03-27,10000.0,0,,,0.0,cash
DELT,2024-03-28,10000.0,0,,,0.0,cash
DELT,2024-03-29,10000.0,0,,,0.0,cash
DELT,2024-04-01,10000.0,0,,,0.0,cash
DELT,2024-04-02,10000.0,0,,,0.0,cash
DELT,2024-04-03,10000.0,0,,,0.0,cash
DELT,2024-04-04,10000.0,0,,,0.0,cash
DELT,2024-04-05,10000.0,0,,,0.0,cash
DELT,2024-04-08,10000.0,0,,,0.0,cash
DELT,2024-04-09,10000.0,0,,,0.0,cash
DELT,2024-04-10,10000.0,0,,,0.0,cash
DELT,2024-04-11,10000.0,0,,,0.0,cash
DELT,2024-04-12,10000.0,0,,,0.0,cash
DELT,2024-04-15,10000.0,0,,,0.0,cash
DELT,2024-04-16,10000.0,0,,,0.0,cash
DELT,2024-04-17,10000.0,0,,,0.0,cash
DELT,2024-04-18,10000.0,0,,,0.0,cash
DELT,2024-04-19,10000.0,0,,,0.0,cash
DELT,2024-04-22,10000.0,0,,,0.0,cash
DELT,2024-04-23,10000.0,0,,,0.0,cash
DELT,2024-04-24,10000.0,0,,,0.0,cash
DELT,2024-04-25,10000.0,0,,,0.0,cash
DELT,2024-04-26,10000.0,0,,,0.0,cash
DELT,2024-04-29,10000.0,0,,,0.0,cash
DELT,2024-04-30,10000.0,0,,,0.0,cash
DELT,2024-05-01,10000.0,0,,,0.0,cash
DELT,2024-05-02,10000.0,0,,,0.0,cash
DELT,2024-05-03,10000.0,0,,,0.0,cash
DELT,2024-05-06,10000.0,0,,,0.0,cash
DELT,2024-05-07,10000.0,0,,,0.0,cash
DELT,2024-05-08,10000.0,0,,,0.0,cash
DELT,2024-05-09,10000.0,0,,,0.0,cash
DELT,2024-05-10,10000.0,0,,,0.0,cash
DELT,2024-05-13,10000.0,0,,,0.0,cash
DELT,2024-05-14,10000.0,0,,,0.0,cash
DELT,2024-05-15,10000.0,0,,,0.0,cash
DELT,2024-05-16,10000.0,0,,,0.0,cash
DELT,2024-05-17,10000.0,0,,,0.0,cash
DELT,2024-05-20,10000.0,0,,,0.0,cash
DELT,2024-05-21,10000.0,0,,,0.0,cash
DELT,2024-05-22,10000.0,0,,,0.0,cash
DELT,2024-05-23,10000.0,0,,,0.0,cash
DELT,2024-05-24,10000.0,0,,,0.0,cash
DELT,2024-05-27,10000.0,0,,,0.0,cash
DELT,2024-05-28,10000.0,0,,,0.0,cash
DELT,2024-05-29,10000.0,0,,,0.0,cash
DELT,2024-05-30,10000.0,0,,,0.0,cash
DELT,2024-05-31,10000.0,0,,,0.0,cash
DELT,2024-06-03,10000.0,0,,,0.0,cash
DELT,2024-06-04,10000.0,0,,,0.0,cash
DELT,2024-06-05,10000.0,0,,,0.0,cash
DELT,2024-06-06,10000.0,0,,,0.0,cash
DELT,2024-06-07,10000.0,0,,,0.0,cash
DELT,2024-06-10,10000.0,0,,,0.0,cash
DELT,2024-06-11,10000.0,0,,,0.0,cash
DELT,2024-06-12,10000.0,0,,,0.0,cash
DELT,2024-06-13,10000.0,0,,,0.0,cash
DELT,2024-06-14,10000.0,0,,,0.0,cash
DELT,2024-06-17,10000.0,0,,,0.0,cash
DELT,2024-06-18,10000.0,0,,,0.0,cash
DELT,2024-06-19,10000.0,0,,,0.0,cash
DELT,2024-06-20,10000.0,0,,,0.0,cash
DELT,2024-06-21,10000.0,0,,,0.0,cash
DELT,2024-06-24,10000.0,0,,,0.0,cash
DELT,2024-06-25,10000.0,0,,,0.0,cash
DELT,2024-06-26,10000.0,0,,,0.0,cash
DELT,2024-06-27,10000.0,0,,,0.0,cash
DELT,2024-06-28,10000.0,0,,,0.0,cash
DELT,2024-07-01,10000.0,0,,,0.0,cash
DELT,2024-07-02,10000.0,0,,,0.0,cash
DELT,2024-07-03,10000.0,0,,,0.0,cash
DELT,2024-07-04,10000.0,0,,,0.0,cash
DELT,2024-07-05,10000.0,0,,,0.0,cash
DELT,2024-07-08,10000.0,0,,,0.0,cash
DELT,2024-07-09,10000.0,0,,,0.0,cash
DELT,2024-07-10,10000.0,0,,,0.0,cash
DELT,2024-07-11,10000.0,0,,,0.0,cash
DELT,2024-07-12,10000.0,0,,,0.0,cash
DELT,2024-07-15,10000.0,0,,,0.0,cash
DELT,2024-07-16,10000.0,0,,,0.0,cash
DELT,2024-07-17,10000.0,0,,,0.0,cash
DELT,2024-07-18,10000.0,0,,,0.0,cash
DELT,2024-07-19,10000.0,0,,,0.0,cash
DELT,2024-07-22,10000.0,0,,,0.0,cash
DELT,2024-07-23,10000.0,0,,,0.0,cash
DELT,2024-07-24,10000.0,0,,,0.0,cash
DELT,2024-07-25,10000.0,0,,,0.0,cash
DELT,2024-07-26,10000.0,0,,,0.0,cash
DELT,2024-07-29,10000.0,0,,,0.0,cash
DELT,2024-07-30,10000.0,0,,,0.0,cash
DELT,2024-07-31,10000.0,0,,,0.0,cash
DELT,2024-08-01,10000.0,0,,,0.0,cash
DELT,2024-08-02,10000.0,0,,,0.0,cash
DELT,2024-08-05,10000.0,0,,,0.0,cash
DELT,2024-08-06,10000.0,0,,,0.0,cash
DELT,2024-08-07,10000.0,0,,,0.0,cash
DELT,2024-08-08,10000.0,0,,,0.0,cash
DELT,2024-08-09,10000.0,0,,,0.0,cash
DELT,2024-08-12,10000.0,0,,,0.0,cash
DELT,2024-08-13,10000.0,0,,,0.0,cash
DELT,2024-08-14,10000.0,0,,,0.0,cash
DELT,2024-08-15,10000.0,0,,,0.0,cash
DELT,2024-08-16,10000.0,0,,,0.0,cash
DELT,2024-08-19,10000.0,0,,,0.0,cash
DELT,2024-08-20,10000.0,0,,,0.0,cash
DELT,2024-08-21,10000.0,0,,,0.0,cash
DELT,2024-08-22,10000.0,0,,,0.0,cash
DELT,2024-08-23,10000.0,0,,,0.0,cash
DELT,2024-08-26,10000.0,0,,,0.0,cash
DELT,2024-08-27,10000.0,0,,,0.0,cash
DELT,2024-08-28,10000.0,0,,,0.0,cash
DELT,2024-08-29,10000.0,0,,,0.0,cash
DELT,2024-08-30,10000.0,0,,,0.0,cash
DELT,2024-09-02,10000.0,0,,,0.0,cash
DELT,2024-09-03,10000.0,0,,,0.0,cash
DELT,2024-09-04,10000.0,0,,,0.0,cash
DELT,2024-09-05,10000.0,0,,,0.0,cash
DELT,2024-09-06,10000.0,0,,,0.0,cash
DELT,2024-09-09,10000.0,0,,,0.0,cash
DELT,2024-09-10,10000.0,0,,,0.0,cash
DELT,2024-09-11,10000.0,0,,,0.0,cash
DELT,2024-09-12,10000.0,0,,,0.0,cash
DELT,2024-09-13,10000.0,0,,,0.0,cash
DELT,2024-09-16,10000.0,0,,,0.0,cash
DELT,2024-09-17,10000.0,0,,,0.0,cash
DELT,2024-09-18,10000.0,0,,,0.0,cash
DELT,2024-09-19,10000.0,0,,,0.0,cash
DELT,2024-09-20,10000.0,0,,,0.0,cash
DELT,2024-09-23,10000.0,0,,,0.0,cash
DELT,2024-09-24,10000.0,0,,,0.0,cash
DELT,2024-09-25,10000.0,0,,,0.0,cash
DELT,2024-09-26,10000.0,0,,,0.0,cash
DELT,2024-09-27,10000.0,0,,,0.0,cash
DELT,2024-09-30,10000.0,0,,,0.0,cash
DELT,2024-10-01,10000.0,0,,,0.0,cash
DELT,2024-10-02,10000.0,0,,,0.0,cash
DELT,2024-10-03,10000.0,0,,,0.0,cash
DELT,2024-10-04,10000.0,0,,,0.0,cash
DELT,2024-10-07,10000.0,0,,,0.0,cash
DELT,2024-10-08,10000.0,0,,,0.0,cash
DELT,2024-10-09,10000.0,0,,,0.0,cash
DELT,2024-10-10,10000.0,0,,,0.0,cash
DELT,2024-10-11,10000.0,0,,,0.0,cash
DELT,2024-10-14,10000.0,0,,,0.0,cash
DELT,2024-10-15,10000.0,0,,,0.0,cash
DELT,2024-10-16,10000.0,0,,,0.0,cash
DELT,2024-10-17,10000.0,0,,,0.0,cash
DELT,2024-10-18,10000.0,0,,,0.0,cash
DELT,2024-10-21,10000.0,0,,,0.0,cash
DELT,2024-10-22,10000.0,0,,,0.0,cash
DELT,2024-10-23,10000.0,0,,,0.0,cash
DELT,2024-10-24,10000.0,0,,,0.0,cash
DELT,2024-10-25,10000.0,0,,,0.0,cash
DELT,2024-10-28,10000.0,0,,,0.0,cash
DELT,2024-10-29,10000.0,0,,,0.0,cash
DELT,2024-10-30,10000.0,0,,,0.0,cash
DELT,2024-10-31,10000.0,0,,,0.0,cash
DELT,2024-11-01,10000.0,0,,,0.0,cash
DELT,2024-11-04,10000.0,0,,,0.0,cash
DELT,2024-11-05,10000.0,0,,,0.0,cash
DELT,2024-11-06,10000.0,0,,,0.0,cash
DELT,2024-11-07,10000.0,0,,,0.0,cash
DELT,2024-11-08,10000.0,0,,,0.0,cash
DELT,2024-11-11,10000.0,0,,,0.0,cash
DELT,2024-11-12,10000.0,0,,,0.0,cash
DELT,2024-11-13,10000.0,0,,,0.0,cash
DELT,2024-11-14,10000.0,0,,,0.0,cash
DELT,2024-11-15,10000.0,0,,,0.0,cash
DELT,2024-11-18,10000.0,0,,,0.0,cash
DELT,2024-11-19,10000.0,0,,,0.0,cash
DELT,2024-11-20,10000.0,0,,,0.0,cash
DELT,2024-11-21,10000.0,0,,,0.0,cash
DELT,2024-11-22,10000.0,0,,,0.0,cash
DELT,2024-11-25,10000.0,0,,,0.0,cash
DELT,2024-11-26,10000.0,0,,,0.0,cash
DELT,2024-11-27,10000.0,0,,,0.0,cash
DELT,2024-11-28,10000.0,0,,,0.0,cash
DELT,2024-11-29,10000.0,0,,,0.0,cash
DELT,2024-12-02,10000.0,0,,,0.0,cash
DELT,2024-12-03,10000.0,0,,,0.0,cash
DELT,2024-12-04,10000.0,0,,,0.0,cash
DELT,2024-12-05,10000.0,0,,,0.0,cash
DELT,2024-12-06,10000.0,0,,,0.0,cash
DELT,2024-12-09,10000.0,0,,,0.0,cash
DELT,2024-12-10,10000.0,0,,,0.0,cash
DELT,2024-12-11,10000.0,0,,,0.0,cash
DELT,2024-12-12,10000.0,0,,,0.0,cash
DELT,2024-12-13,10000.0,0,,,0.0,cash
DELT,2024-12-16,10000.0,0,,,0.0,cash
DELT,2024-12-17,10000.0,0,,,0.0,cash
DELT,2024-12-18,10000.0,0,,,0.0,cash
DELT,2024-12-19,10000.0,0,,,0.0,cash
DELT,2024-12-20,10000.0,0,,,0.0,cash
DELT,2024-12-23,10000.0,0,,,0.0,cash
DELT,2024-12-24,10000.0,0,,,0.0,cash
DELT,2024-12-25,10000.0,0,,,0.0,cash
DELT,2024-12-26,10000.0,0,,,0.0,cash
DELT,2024-12-27,10000.0,0,,,0.0,cash
DELT,2024-12-30,10000.0,0,,,0.0,cash
DELT,2024-12-31,10000.0,0,,,0.0,cash
EPSI,2023-10-20,10000.0,0,,,0.0,cash
EPSI,2023-10-23,10000.0,0,,,0.0,cash
EPSI,2023-10-24,10000.0,0,,,0.0,cash
EPSI,2023-10-25,10000.0,0,,,0.0,cash
EPSI,2023-10-26,10000.0,0,,,0.0,cash
EPSI,2023-10-27,10000.0,0,,,0.0,cash
EPSI,2023-10-30,10000.0,0,,,0.0,cash
EPSI,2023-10-31,10000.0,0,,,0.0,cash
EPSI,2023-11-01,10000.0,0,,,0.0,cash
EPSI,2023-11-02,10000.0,0,,,0.0,cash
EPSI,2023-11-03,10000.0,0,,,0.0,cash
EPSI,2023-11-06,10000.0,0,,,0.0,cash
EPSI,2023-11-07,10000.0,0,,,0.0,cash
EPSI,2023-11-08,10000.0,0,,,0.0,cash
EPSI,2023-11-09,10000.0,0,,,0.0,cash
EPSI,2023-11-10,10000.0,0,,,0.0,cash
EPSI,2023-11-13,10000.0,0,,,0.0,cash
EPSI,2023-11-14,10000.0,0,,,0.0,cash
EPSI,2023-11-15,10000.0,0,,,0.0,cash
EPSI,2023-11-16,10000.0,0,,,0.0,cash
EPSI,2023-11-17,10000.0,0,,,0.0,cash
EPSI,2023-11-20,10000.0,0,,,0.0,cash
EPSI,2023-11-21,10000.0,0,,,0.0,cash
EPSI,2023-11-22,10000.0,0,,,0.0,cash
EPSI,2023-11-23,10000.0,0,,,0.0,cash
EPSI,2023-11-24,10000.0,0,,,0.0,cash
EPSI,2023-11-27,10000.0,0,,,0.0,cash
EPSI,2023-11-28,10000.0,0,,,0.0,cash
EPSI,2023-11-29,10000.0,0,,,0.0,cash
EPSI,2023-11-30,10000.0,0,,,0.0,cash
EPSI,2023-12-01,10000.0,0,,,0.0,cash
EPSI,2023-12-04,10000.0,0,,,0.0,cash
EPSI,2023-12-05,10000.0,0,,,0.0,cash
EPSI,2023-12-06,10000.0,0,,,0.0,cash
EPSI,2023-12-07,10000.0,0,,,0.0,cash
EPSI,2023-12-08,10000.0,0,,,0.0,cash
EPSI,2023-12-11,10000.0,0,,,0.0,cash
EPSI,2023-12-12,10000.0,0,,,0.0,cash
EPSI,2023-12-13,10000.0,0,,,0.0,cash
EPSI,2023-12-14,10000.0,0,,,0.0,cash
EPSI,2023-12-15,10000.0,0,,,0.0,cash
EPSI,2023-12-18,10000.0,0,,,0.0,cash
EPSI,2023-12-19,10000.0,0,,,0.0,cash
EPSI,2023-12-20,10000.0,0,,,0.0,cash
EPSI,2023-12-21,10000.0,0,,,0.0,cash
EPSI,2023-12-22,10000.0,0,,,0.0,cash
EPSI,2023-12-25,10000.0,0,,,0.0,cash
EPSI,2023-12-26,10000.0,0,,,0.0,cash
EPSI,2023-12-27,10000.0,0,,,0.0,cash
EPSI,2023-12-28,10000.0,0,,,0.0,cash
EPSI,2023-12-29,10000.0,0,,,0.0,cash
EPSI,2024-01-01,10000.0,0,,,0.0,cash
EPSI,2024-01-02,10000.0,0,,,0.0,cash
EPSI,2024-01-03,10000.0,0,,,0.0,cash
EPSI,2024-01-04,10000.0,0,,,0.0,cash
EPSI,2024-01-05,10000.0,0,,,0.0,cash
EPSI,2024-01-08,10000.0,0,,,0.0,cash
EPSI,2024-01-09,10000.0,0,,,0.0,cash
EPSI,2024-01-10,10000.0,0,,,0.0,cash
EPSI,2024-01-11,10000.0,0,,,0.0,cash
EPSI,2024-01-12,10000.0,0,,,0.0,cash
EPSI,2024-01-15,10000.0,0,,,0.0,cash
EPSI,2024-01-16,10000.0,0,,,0.0,cash
EPSI,2024-01-17,10000.0,0,,,0.0,cash
EPSI,2024-01-18,10000.0,0,,,0.0,cash
EPSI,2024-01-19,10000.0,0,,,0.0,cash
EPSI,2024-01-22,10000.0,0,,,0.0,cash
EPSI,2024-01-23,10000.0,0,,,0.0,cash
EPSI,2024-01-24,10000.0,0,,,0.0,cash
EPSI,2024-01-25,10000.0,0,,,0.0,cash
EPSI,2024-01-26,10000.0,0,,,0.0,cash
EPSI,2024-01-29,10000.0,0,,,0.0,cash
EPSI,2024-01-30,10000.0,0,,,0.0,cash
EPSI,2024-01-31,10000.0,0,,,0.0,cash
EPSI,2024-02-01,10000.0,0,,,0.0,cash
EPSI,2024-02-02,10000.0,0,,,0.0,cash
EPSI,2024-02-05,10000.0,0,,,0.0,cash
EPSI,2024-02-06,10000.0,0,,,0.0,cash
EPSI,2024-02-07,10000.0,0,,,0.0,cash
EPSI,2024-02-08,10000.0,0,,,0.0,cash
EPSI,2024-02-09,10000.0,0,,,0.0,cash
EPSI,2024-02-12,10000.0,0,,,0.0,cash
EPSI,2024-02-13,10000.0,0,,,0.0,cash
EPSI,2024-02-14,10000.0,0,,,0.0,cash
EPSI,2024-02-15,10000.0,0,,,0.0,cash
EPSI,2024-02-16,10000.0,0,,,0.0,cash
EPSI,2024-02-19,10000.0,0,,,0.0,cash
EPSI,2024-02-20,10000.0,0,,,0.0,cash
EPSI,2024-02-21,10000.0,0,,,0.0,cash
EPSI,2024-02-22,10000.0,0,,,0.0,cash
EPSI,2024-02-23,10000.0,0,,,0.0,cash
EPSI,2024-02-26,10000.0,0,,,0.0,cash
EPSI,2024-02-27,10000.0,0,,,0.0,cash
EPSI,2024-02-28,10000.0,0,,,0.0,cash
EPSI,2024-02-29,10000.0,0,,,0.0,cash
EPSI,2024-03-01,10000.0,0,,,0.0,cash
EPSI,2024-03-04,10000.0,0,,,0.0,cash
EPSI,2024-03-05,10000.0,0,,,0.0,cash
EPSI,2024-03-06,10000.0,0,,,0.0,cash
EPSI,2024-03-07,10000.0,0,,,0.0,cash
EPSI,2024-03-08,10000.0,0,,,0.0,cash
EPSI,2024-03-11,10000.0,0,,,0.0,cash
EPSI,2024-03-12,10000.0,0,,,0.0,cash
EPSI,2024-03-13,10000.0,0,,,0.0,cash
EPSI,2024-03-14,10000.0,0,,,0.0,cash
EPSI,2024-03-15,10000.0,0,,,0.0,cash
EPSI,2024-03-18,10000.0,0,,,0.0,cash
EPSI,2024-03-19,10000.0,0,,,0.0,cash
EPSI,2024-03-20,10000.0,0,,,0.0,cash
EPSI,2024-03-21,10000.0,0,,,0.0,cash
EPSI,2024-03-22,10000.0,0,,,0.0,cash
